ID	Detector	miRNA_ID	SPOT_ID
526	mmu-miR-450a-3p-002525	mmu-miR-450a-3p	
527	mmu-miR-101b-002531	mmu-miR-101b	
528	mmu-miR-291b-3p-002538	mmu-miR-291b-3p	
529	mmu-miR-878-3p-002541	mmu-miR-878-3p	
530	mmu-miR-872#-002542	mmu-miR-872#	
531	mmu-miR-17#-002543	mmu-miR-17#	
532	mmu-miR-19a#-002544	mmu-miR-19a#	
533	mmu-miR-28#-002545	mmu-miR-28#	
534	mmu-miR-877#-002548	mmu-miR-877#	
535	mmu-miR-212-002551	mmu-miR-212	
536	mmu-miR-138#-002554	mmu-miR-138#	
537	mmu-miR-302c#-002557	mmu-miR-302c#	
538	mmu-miR-483#-002560	mmu-miR-483#	
539	mmu-miR-541-002562	mmu-miR-541	
540	mmu-miR-467e#-002569	mmu-miR-467e#	
541	mmu-miR-10b#-002572	mmu-miR-10b#	
542	mmu-miR-186#-002574	mmu-miR-186#	
543	mmu-miR-412-002575	mmu-miR-412	
544	mmu-miR-191#-002576	mmu-miR-191#	
545	mmu-miR-193#-002577	mmu-miR-193#	
546	mmu-miR-203#-002580	mmu-miR-203#	
547	mmu-miR-463#-002582	mmu-miR-463#	
548	mmu-miR-34c#-002584	mmu-miR-34c#	
549	mmu-miR-466a-3p-002586	mmu-miR-466a-3p	
550	mmu-miR-470#-002589	mmu-miR-470#	
551	mmu-miR-290-5p-002590	mmu-miR-290-5p	
552	mmu-miR-293#-002594	mmu-miR-293#	
553	hsa-miR-455-001280	hsa-miR-455	
554	hsa-miR-493-3p-001282	hsa-miR-493-3p	
555	hsa-miR-376a#-001287	hsa-miR-376a#	
556	mmu-let-7d#-001178	mmu-let-7d#	
557	mmu-miR-543-001298	mmu-miR-543	
558	mmu-miR-487b-001306	mmu-miR-487b	
559	mmu-miR-1933-5p-121133_mat	mmu-miR-1933-5p	
560	mmu-miR-449b-001667	mmu-miR-449b	
561	mmu-miR-719-001673	mmu-miR-719	
562	mmu-miR-688-001675	mmu-miR-688	
563	U87-001712		U87
564	mmu-miR-467a-001826	mmu-miR-467a	
565	mmu-miR-485-3p-001943	mmu-miR-485-3p	
566	mmu-miR-673-001954	mmu-miR-673	
567	mmu-miR-674#-001956	mmu-miR-674#	
568	mmu-miR-676#-001958	mmu-miR-676#	
569	mmu-miR-712#-001961	mmu-miR-712#	
570	hsa-miR-190b-002263	hsa-miR-190b	
571	hsa-miR-183#-002270	hsa-miR-183#	
572	hsa-miR-200c#-002286	hsa-miR-200c#	
573	hsa-miR-10a#-002288	hsa-miR-10a#	
574	hsa-miR-214#-002293	hsa-miR-214#	
575	hsa-miR-218-2#-002294	hsa-miR-218-2#	
576	hsa-miR-22#-002301	hsa-miR-22#	
577	hsa-miR-30d#-002305	hsa-miR-30d#	
578	hsa-miR-431#-002312	hsa-miR-431#	
579	hsa-miR-744#-002325	hsa-miR-744#	
580	hsa-miR-708#-002342	hsa-miR-708#	
581	hsa-miR-106b#-002380	hsa-miR-106b#	
582	hsa-let-7b#-002404	hsa-let-7b#	
583	hsa-let-7e#-002407	hsa-let-7e#	
584	mmu-miR-450B-3P-002632	mmu-miR-450B-3P	
585	mmu-miR-712-002636	mmu-miR-712	
586	mmu-miR-465C-5P-002654	mmu-miR-465C-5P	
587	mmu-miR-463-002662	mmu-miR-463	
588	mmu-miR-880-002665	mmu-miR-880	
589	mmu-miR-883B-5P-002669	mmu-miR-883B-5P	
590	mmu-miR-181A-2#-002687	mmu-miR-181A-2#	
591	mmu-miR-466E-5P-002718	mmu-miR-466E-5P	
592	mmu-miR-669E-002774	mmu-miR-669E	
593	mmu-miR-1198-002780	mmu-miR-1198	
594	mmu-miR-1193-002794	mmu-miR-1193	
595	mmu-miR-1192-002806	mmu-miR-1192	
596	mmu-miR-669D-002808	mmu-miR-669D	
597	mmu-miR-467H-002809	mmu-miR-467H	
598	mmu-miR-466J-002817	mmu-miR-466J	
599	mmu-miR-1195-002839	mmu-miR-1195	
600	mmu-miR-1188-002866	mmu-miR-1188	
601	mmu-miR-1-2-AS-002882	mmu-miR-1-2-AS	
602	mmu-miR-467F-002886	mmu-miR-467F	
603	mmu-miR-669H-5P-002906	mmu-miR-669H-5P	
604	rno-miR-880-002666	rno-miR-880	
605	rno-miR-409-3P-002679	rno-miR-409-3P	
606	rno-miR-146B-002755	rno-miR-146B	
607	hsa-miR-423-3P-002626	hsa-miR-423-3P	
608	hsa-miR-151-5P-002642	hsa-miR-151-5P	
609	hsa-miR-338-5P-002658	hsa-miR-338-5P	
610	hsa-miR-590-3P-002677	hsa-miR-590-3P	
611	Y1-001727		Y1
612	hsa-miR-421-002700	hsa-miR-421	
613	hsa-miR-1197-002810	hsa-miR-1197	
614	mmu-miR-471-002605	mmu-miR-471	
615	mmu-miR-770-5p-002608	mmu-miR-770-5p	
616	mmu-miR-882-002610	mmu-miR-882	
617	mmu-miR-299-002612	mmu-miR-299	
618	mmu-miR-300#-002613	mmu-miR-300#	
619	mmu-miR-362-5p-002614	mmu-miR-362-5p	
620	mmu-miR-34b-5p-002617	mmu-miR-34b-5p	
621	rno-miR-743a-002056	rno-miR-743a	
622	rno-miR-148b-5p-002058	rno-miR-148b-5p	
623	rno-miR-7a#-002062	rno-miR-7a#	
624	rno-miR-99a#-002073	rno-miR-99a#	
625	rno-miR-125b#-002074	rno-miR-125b#	
626	rno-miR-135a#-002075	rno-miR-135a#	
627	rno-miR-204#-002076	rno-miR-204#	
628	rno-miR-24-1#-002079	rno-miR-24-1#	
629	rno-miR-25#-002080	rno-miR-25#	
630	rno-miR-29b-1#-002082	rno-miR-29b-1#	
631	hsa-miR-189-000488	hsa-miR-189	
632	rno-miR-666-241074_mat	rno-miR-666	
633	rno-miR-547-241078_mat	rno-miR-547	
634	mmu-miR-2138-241080_mat	mmu-miR-2138	
635	mmu-miR-767-241081_mat	mmu-miR-767	
636	mmu-miR-2146-241082_mat	mmu-miR-2146	
637	rno-miR-105-241087_mat	rno-miR-105	
638	rno-miR-294-241093_mat	rno-miR-294	
639	mmu-miR-2183-241095_mat	mmu-miR-2183	
640	rno-miR-220-241101_mat	rno-miR-220	
641	rno-miR-293-241102_mat	rno-miR-293	
642	rno-miR-632-241110_mat	rno-miR-632	
643	mmu-miR-599-241117_mat	mmu-miR-599	
644	mmu-miR-2182-241119_mat	mmu-miR-2182	
645	mmu-miR-2134-241120_mat	mmu-miR-2134	
646	rno-miR-653-241125_mat	rno-miR-653	
647	mmu-miR-2139-241130_mat	mmu-miR-2139	
648	rno-miR-465-241132_mat	rno-miR-465	
649	mmu-miR-2136-241133_mat	mmu-miR-2136	
650	mmu-miR-432-241135_mat	mmu-miR-432	
651	rno-miR-711-241136_mat	rno-miR-711	
652	rno-miR-876-241138_mat	rno-miR-876	
653	mmu-miR-2135-241140_mat	mmu-miR-2135	
654	hsa-miR-671-5p-197646_mat	hsa-miR-671-5p	
655	hsa-miR-144-002676	hsa-miR-144	
656	mmu-miR-15a#-002488	mmu-miR-15a#	
657	mmu-miR-503#-002536	mmu-miR-503#	
658	mmu-miR-218-1#-002552	mmu-miR-218-1#	
659	ath-miR159a-000338	ath-miR159a	
660	mmu-miR-150#-002570	mmu-miR-150#	
661	rno-miR-1#-001351	rno-miR-1#	
662	hsa-miR-200b#-002274	hsa-miR-200b#	
663	hsa-miR-653-002292	hsa-miR-653	
664	mmu-miR-1191-002892	mmu-miR-1191	
665	rno-miR-379#-002081	rno-miR-379#	
666	mmu-miR-1904-121162_mat	mmu-miR-1904	
667	mmu-miR-1941-3p-121130_mat	mmu-miR-1941-3p	
668	mmu-miR-297a#-002454	mmu-miR-297a#	
669	mmu-miR-1957-121163_mat	mmu-miR-1957	
670	mmu-miR-704-001639	mmu-miR-704	
671	mmu-miR-1274a-121150_mat	mmu-miR-1274a	
672	mmu-miR-1306-121155_mat	mmu-miR-1306	
673	mmu-miR-1839-3p-121203_mat	mmu-miR-1839-3p	
674	mmu-miR-1839-5p-121135_mat	mmu-miR-1839-5p	
675	mmu-miR-1893-121170_mat	mmu-miR-1893	
676	mmu-miR-1896-121128_mat	mmu-miR-1896	
677	mmu-miR-1897-3p-121126_mat	mmu-miR-1897-3p	
678	mmu-miR-1897-5p-121199_mat	mmu-miR-1897-5p	
679	mmu-miR-1898-121195_mat	mmu-miR-1898	
680	mmu-miR-1899-121198_mat	mmu-miR-1899	
681	mmu-miR-1900-121143_mat	mmu-miR-1900	
682	mmu-miR-1901-121183_mat	mmu-miR-1901	
683	mmu-miR-1902-121197_mat	mmu-miR-1902	
684	mmu-miR-1903-121153_mat	mmu-miR-1903	
685	mmu-miR-1905-121196_mat	mmu-miR-1905	
686	mmu-miR-1927-121193_mat	mmu-miR-1927	
687	mmu-miR-1928-121164_mat	mmu-miR-1928	
688	mmu-miR-1930-121201_mat	mmu-miR-1930	
689	mmu-miR-1931-121168_mat	mmu-miR-1931	
690	mmu-miR-1932-121172_mat	mmu-miR-1932	
691	mmu-miR-1933-3p-121145_mat	mmu-miR-1933-3p	
692	mmu-miR-1934-121185_mat	mmu-miR-1934	
693	mmu-miR-1935-121192_mat	mmu-miR-1935	
694	mmu-miR-1936-121158_mat	mmu-miR-1936	
695	mmu-miR-1938-121194_mat	mmu-miR-1938	
696	mmu-miR-1939-121180_mat	mmu-miR-1939	
697	mmu-miR-1940-121187_mat	mmu-miR-1940	
698	mmu-miR-1941-5p-121140_mat	mmu-miR-1941-5p	
699	mmu-miR-1942-121136_mat	mmu-miR-1942	
700	mmu-miR-1944-121189_mat	mmu-miR-1944	
701	mmu-miR-1945-121166_mat	mmu-miR-1945	
702	mmu-miR-1947-121156_mat	mmu-miR-1947	
703	mmu-miR-1948-121171_mat	mmu-miR-1948	
704	mmu-miR-1950-121146_mat	mmu-miR-1950	
705	mmu-miR-1951-121165_mat	mmu-miR-1951	
706	mmu-miR-1952-121167_mat	mmu-miR-1952	
707	mmu-miR-1953-121159_mat	mmu-miR-1953	
708	mmu-miR-1954-121137_mat	mmu-miR-1954	
709	mmu-miR-1958-121181_mat	mmu-miR-1958	
710	mmu-miR-1959-121132_mat	mmu-miR-1959	
711	mmu-miR-1960-121148_mat	mmu-miR-1960	
712	mmu-miR-1962-121173_mat	mmu-miR-1962	
713	mmu-miR-1963-121191_mat	mmu-miR-1963	
714	mmu-miR-1964-121138_mat	mmu-miR-1964	
715	mmu-miR-1965-121186_mat	mmu-miR-1965	
716	mmu-miR-1966-121134_mat	mmu-miR-1966	
717	mmu-miR-1967-121151_mat	mmu-miR-1967	
718	mmu-miR-1968-121179_mat	mmu-miR-1968	
719	mmu-miR-1969-121131_mat	mmu-miR-1969	
720	mmu-miR-1970-121202_mat	mmu-miR-1970	
721	mmu-miR-1971-121161_mat	mmu-miR-1971	
722	mmu-miR-1981-121200_mat	mmu-miR-1981	
723	mmu-miR-1982.1-121157_mat	mmu-miR-1982.1	
724	mmu-miR-1982.2-121154_mat	mmu-miR-1982.2	
725	mmu-miR-669l-121149_mat	mmu-miR-669l	
726	mmu-miR-669m-121190_mat	mmu-miR-669m	
727	mmu-miR-669o-121176_mat	mmu-miR-669o	
728	mmu-let-7g#-002492	mmu-let-7g#	
729	mmu-miR-466d-5p-002534	mmu-miR-466d-5p	
730	hsa-let-7f-1#-002417	hsa-let-7f-1#	
731	mmu-miR-669C-002646	mmu-miR-669C	
732	mmu-miR-1186-002825	mmu-miR-1186	
733	rno-miR-551B-002760	rno-miR-551B	
734	mmu-miR-302a#-002615	mmu-miR-302a#	
735	hsa-miR-154#-000478	hsa-miR-154#	
736	mmu-miR-1894-5p-121144_mat	mmu-miR-1894-5p	
737	mmu-miR-669n-197143_mat	mmu-miR-669n	
738	mmu-miR-1961-197391_mat	mmu-miR-1961	
739	mmu-miR-1199-240984_mat	mmu-miR-1199	
740	mmu-miR-466k-240990_mat	mmu-miR-466k	
741	mmu-miR-1894-3p-241002_mat	mmu-miR-1894-3p	
742	mmu-miR-1937c-241011_mat	mmu-miR-1937c	
743	mmu-miR-466g-241015_mat	mmu-miR-466g	
744	mmu-miR-1937b-241023_mat	mmu-miR-1937b	
745	hsa-miR-196a-241070_mat	hsa-miR-196a	
746	hsa-miR-875-5p-002203	hsa-miR-875-5p	
747	hsa-miR-206-000510	hsa-miR-206	
748	mmu-miR-290-000187	mmu-miR-290	
749	mmu-miR-707-001642	mmu-miR-707	
750	rno-miR-352-001339	rno-miR-352	
751	mmu-miR-764-5p-002031	mmu-miR-764-5p	
752	hsa-miR-485-5p-001036	hsa-miR-485-5p	
753	mmu-miR-199b-001131	mmu-miR-199b	
754	mmu-miR-34b-001065	mmu-miR-34b	
755	mmu-miR-697-001631	mmu-miR-697	
756	rno-miR-7#-001338	rno-miR-7#	
757	mmu-miR-501-001356	mmu-miR-501	
758	mmu-miR-592-002017	mmu-miR-592	
759	mmu-miR-21#-002493	mmu-miR-21#	
760	mmu-miR-466b-3-3p-002500	mmu-miR-466b-3-3p	
761	mmu-miR-294#-002595	mmu-miR-294#	
762	mmu-miR-1194-002793	mmu-miR-1194	
763	mmu-miR-669G-002813	mmu-miR-669G	
764	mmu-miR-1943-121174_mat	mmu-miR-1943	
765	mmu-miR-1949-121182_mat	mmu-miR-1949	
766	mmu-miR-1956-121129_mat	mmu-miR-1956	
767	mmu-miR-1906-121169_mat	mmu-miR-1906	
768	mmu-miR-1946a-121178_mat	mmu-miR-1946a
