ID_REF	MIRNA_ID	SN_ID	PLT_NAME	ORGANISM
516	hsa-miR-221#		GPL15467	Homo Sapiens
517	hsa-miR-222#		GPL15467	Homo Sapiens
518	hsa-miR-223#		GPL15467	Homo Sapiens
519	hsa-miR-136#		GPL15467	Homo Sapiens
520	hsa-miR-34b		GPL15467	Homo Sapiens
521	hsa-miR-185#		GPL15467	Homo Sapiens
522	hsa-miR-186#		GPL15467	Homo Sapiens
523	hsa-miR-195#		GPL15467	Homo Sapiens
524	hsa-miR-30c-1#		GPL15467	Homo Sapiens
525	hsa-miR-30c-2#		GPL15467	Homo Sapiens
526	hsa-miR-32#		GPL15467	Homo Sapiens
527	hsa-miR-31#		GPL15467	Homo Sapiens
528	hsa-miR-130b#		GPL15467	Homo Sapiens
529	hsa-miR-26a-2#		GPL15467	Homo Sapiens
530	hsa-miR-361-3p		GPL15467	Homo Sapiens
531	hsa-let-7g#		GPL15467	Homo Sapiens
532	hsa-miR-302b#		GPL15467	Homo Sapiens
533	hsa-miR-302d#		GPL15467	Homo Sapiens
534	hsa-miR-367#		GPL15467	Homo Sapiens
535	hsa-miR-374a#		GPL15467	Homo Sapiens
536	hsa-miR-23b#		GPL15467	Homo Sapiens
537	hsa-miR-376a#		GPL15467	Homo Sapiens
538	hsa-miR-377#		GPL15467	Homo Sapiens
539	ath-miR159a		GPL15467	Homo Sapiens
540	hsa-miR-30b#		GPL15467	Homo Sapiens
541	hsa-miR-122#		GPL15467	Homo Sapiens
542	hsa-miR-130a#		GPL15467	Homo Sapiens
543	hsa-miR-132#		GPL15467	Homo Sapiens
544	hsa-miR-148a#		GPL15467	Homo Sapiens
545	hsa-miR-33a		GPL15467	Homo Sapiens
546	hsa-miR-33a#		GPL15467	Homo Sapiens
547	hsa-miR-92a-1#		GPL15467	Homo Sapiens
548	hsa-miR-92a-2#		GPL15467	Homo Sapiens
549	hsa-miR-93#		GPL15467	Homo Sapiens
550	hsa-miR-96#		GPL15467	Homo Sapiens
551	hsa-miR-99a#		GPL15467	Homo Sapiens
552	hsa-miR-100#		GPL15467	Homo Sapiens
553	hsa-miR-101#		GPL15467	Homo Sapiens
554	hsa-miR-138-2#		GPL15467	Homo Sapiens
555	hsa-miR-141#		GPL15467	Homo Sapiens
556	hsa-miR-143#		GPL15467	Homo Sapiens
557	hsa-miR-144#		GPL15467	Homo Sapiens
558	hsa-miR-145#		GPL15467	Homo Sapiens
559	hsa-miR-920		GPL15467	Homo Sapiens
560	hsa-miR-921		GPL15467	Homo Sapiens
561	hsa-miR-922		GPL15467	Homo Sapiens
562	hsa-miR-924		GPL15467	Homo Sapiens
563	hsa-miR-337-3p		GPL15467	Homo Sapiens
564	hsa-miR-125b-2#		GPL15467	Homo Sapiens
565	hsa-miR-135b#		GPL15467	Homo Sapiens
566	hsa-miR-148b#		GPL15467	Homo Sapiens
567	hsa-miR-146a#		GPL15467	Homo Sapiens
568	hsa-miR-149#		GPL15467	Homo Sapiens
569	hsa-miR-29b-1#		GPL15467	Homo Sapiens
570	hsa-miR-29b-2#		GPL15467	Homo Sapiens
571	hsa-miR-105#		GPL15467	Homo Sapiens
572	hsa-miR-106a#		GPL15467	Homo Sapiens
573	hsa-miR-16-2#		GPL15467	Homo Sapiens
574	hsa-let-7i#		GPL15467	Homo Sapiens
575	hsa-miR-15b#		GPL15467	Homo Sapiens
576	hsa-miR-27b#		GPL15467	Homo Sapiens
577	hsa-miR-933		GPL15467	Homo Sapiens
578	hsa-miR-934		GPL15467	Homo Sapiens
579	hsa-miR-935		GPL15467	Homo Sapiens
580	hsa-miR-936		GPL15467	Homo Sapiens
581	hsa-miR-937		GPL15467	Homo Sapiens
582	hsa-miR-938		GPL15467	Homo Sapiens
583	hsa-miR-939		GPL15467	Homo Sapiens
584	hsa-miR-941		GPL15467	Homo Sapiens
585	hsa-miR-335#		GPL15467	Homo Sapiens
586	hsa-miR-942		GPL15467	Homo Sapiens
587	hsa-miR-943		GPL15467	Homo Sapiens
588	hsa-miR-944		GPL15467	Homo Sapiens
589	hsa-miR-99b#		GPL15467	Homo Sapiens
590	hsa-miR-124#		GPL15467	Homo Sapiens
591	hsa-miR-541#		GPL15467	Homo Sapiens
592	hsa-miR-875-5p		GPL15467	Homo Sapiens
593	hsa-miR-888#		GPL15467	Homo Sapiens
594	hsa-miR-892b		GPL15467	Homo Sapiens
595	hsa-miR-9#		GPL15467	Homo Sapiens
596	hsa-miR-411#		GPL15467	Homo Sapiens
597	hsa-miR-378		GPL15467	Homo Sapiens
598	hsa-miR-151-3p		GPL15467	Homo Sapiens
599	hsa-miR-340#		GPL15467	Homo Sapiens
600	hsa-miR-190b		GPL15467	Homo Sapiens
601	hsa-miR-545#		GPL15467	Homo Sapiens
602	hsa-miR-183#		GPL15467	Homo Sapiens
603	hsa-miR-192#		GPL15467	Homo Sapiens
604	hsa-miR-200b#		GPL15467	Homo Sapiens
605	hsa-miR-200c#		GPL15467	Homo Sapiens
606	hsa-miR-155#		GPL15467	Homo Sapiens
607	hsa-miR-10a#		GPL15467	Homo Sapiens
608	hsa-miR-214#		GPL15467	Homo Sapiens
609	hsa-miR-218-2#		GPL15467	Homo Sapiens
610	hsa-miR-129#		GPL15467	Homo Sapiens
611	hsa-miR-22#		GPL15467	Homo Sapiens
612	hsa-miR-425#		GPL15467	Homo Sapiens
613	hsa-miR-30d#		GPL15467	Homo Sapiens
614	hsa-let-7a#		GPL15467	Homo Sapiens
615	hsa-miR-424#		GPL15467	Homo Sapiens
616	hsa-miR-18b#		GPL15467	Homo Sapiens
617	hsa-miR-20b#		GPL15467	Homo Sapiens
618	hsa-miR-431#		GPL15467	Homo Sapiens
619	hsa-miR-7-2#		GPL15467	Homo Sapiens
620	hsa-miR-10b#		GPL15467	Homo Sapiens
621	hsa-miR-34a#		GPL15467	Homo Sapiens
622	hsa-miR-181a-2#		GPL15467	Homo Sapiens
623	hsa-miR-744#		GPL15467	Homo Sapiens
624	hsa-miR-452#		GPL15467	Homo Sapiens
625	hsa-miR-409-3p		GPL15467	Homo Sapiens
626	hsa-miR-181c#		GPL15467	Homo Sapiens
627	hsa-miR-196a#		GPL15467	Homo Sapiens
628	hsa-miR-483-3p		GPL15467	Homo Sapiens
629	hsa-miR-708#		GPL15467	Homo Sapiens
630	hsa-miR-92b#		GPL15467	Homo Sapiens
631	hsa-miR-551b#		GPL15467	Homo Sapiens
632	hsa-miR-202#		GPL15467	Homo Sapiens
633	hsa-miR-193b#		GPL15467	Homo Sapiens
634	hsa-miR-497#		GPL15467	Homo Sapiens
635	hsa-miR-518e#		GPL15467	Homo Sapiens
636	hsa-miR-543		GPL15467	Homo Sapiens
637	hsa-miR-125b-1#		GPL15467	Homo Sapiens
638	hsa-miR-194#		GPL15467	Homo Sapiens
639	hsa-miR-106b#		GPL15467	Homo Sapiens
640	hsa-miR-302a#		GPL15467	Homo Sapiens
641	hsa-miR-519b-3p		GPL15467	Homo Sapiens
642	hsa-miR-518f#		GPL15467	Homo Sapiens
643	hsa-miR-374b#		GPL15467	Homo Sapiens
644	hsa-miR-520c-3p		GPL15467	Homo Sapiens
645	hsa-let-7b#		GPL15467	Homo Sapiens
646	hsa-let-7c#		GPL15467	Homo Sapiens
647	hsa-let-7e#		GPL15467	Homo Sapiens
648	hsa-miR-550		GPL15467	Homo Sapiens
649	hsa-miR-593		GPL15467	Homo Sapiens
650	hsa-let-7f-1#		GPL15467	Homo Sapiens
651	hsa-let-7f-2#		GPL15467	Homo Sapiens
652	hsa-miR-15a#		GPL15467	Homo Sapiens
653	hsa-miR-16-1#		GPL15467	Homo Sapiens
654	hsa-miR-17#		GPL15467	Homo Sapiens
655	hsa-miR-18a#		GPL15467	Homo Sapiens
656	hsa-miR-19a#		GPL15467	Homo Sapiens
657	hsa-miR-19b-1#		GPL15467	Homo Sapiens
658	hsa-miR-625#		GPL15467	Homo Sapiens
659	hsa-miR-628-3p		GPL15467	Homo Sapiens
660	hsa-miR-20a#		GPL15467	Homo Sapiens
661	hsa-miR-21#		GPL15467	Homo Sapiens
662	hsa-miR-23a#		GPL15467	Homo Sapiens
663	hsa-miR-24-1#		GPL15467	Homo Sapiens
664	hsa-miR-24-2#		GPL15467	Homo Sapiens
665	hsa-miR-25#		GPL15467	Homo Sapiens
666	hsa-miR-26a-1#		GPL15467	Homo Sapiens
667	hsa-miR-26b#		GPL15467	Homo Sapiens
668	hsa-miR-27a#		GPL15467	Homo Sapiens
669	hsa-miR-29a#		GPL15467	Homo Sapiens
670	hsa-miR-151-5P		GPL15467	Homo Sapiens
671	hsa-miR-765		GPL15467	Homo Sapiens
672	hsa-miR-338-5P		GPL15467	Homo Sapiens
673	hsa-miR-620		GPL15467	Homo Sapiens
674	hsa-miR-577		GPL15467	Homo Sapiens
675	hsa-miR-144		GPL15467	Homo Sapiens
676	hsa-miR-590-3P		GPL15467	Homo Sapiens
677	hsa-miR-191#		GPL15467	Homo Sapiens
678	hsa-miR-665		GPL15467	Homo Sapiens
679	hsa-miR-520D-3P		GPL15467	Homo Sapiens
680	hsa-miR-1224-3P		GPL15467	Homo Sapiens
681	has-miR-1305		GPL15467	Homo Sapiens
682	hsa-miR-513C		GPL15467	Homo Sapiens
683	hsa-miR-513B		GPL15467	Homo Sapiens
684	hsa-miR-1226#		GPL15467	Homo Sapiens
685	hsa-miR-1236		GPL15467	Homo Sapiens
686	hsa-miR-1228#		GPL15467	Homo Sapiens
687	hsa-miR-1225-3P		GPL15467	Homo Sapiens
688	hsa-miR-1233		GPL15467	Homo Sapiens
689	hsa-miR-1227		GPL15467	Homo Sapiens
690	hsa-miR-1286		GPL15467	Homo Sapiens
691	hsa-miR-548M		GPL15467	Homo Sapiens
692	hsa-miR-1179		GPL15467	Homo Sapiens
693	hsa-miR-1178		GPL15467	Homo Sapiens
694	hsa-miR-1205		GPL15467	Homo Sapiens
695	hsa-miR-1271		GPL15467	Homo Sapiens
696	hsa-miR-1201		GPL15467	Homo Sapiens
697	hsa-miR-548J		GPL15467	Homo Sapiens
698	hsa-miR-1263		GPL15467	Homo Sapiens
699	hsa-miR-1294		GPL15467	Homo Sapiens
700	hsa-miR-1269		GPL15467	Homo Sapiens
701	hsa-miR-1265		GPL15467	Homo Sapiens
702	hsa-miR-1244		GPL15467	Homo Sapiens
703	hsa-miR-1303		GPL15467	Homo Sapiens
704	hsa-miR-1259		GPL15467	Homo Sapiens
705	hsa-miR-548P		GPL15467	Homo Sapiens
706	hsa-miR-1264		GPL15467	Homo Sapiens
707	hsa-miR-1255B		GPL15467	Homo Sapiens
708	hsa-miR-1282		GPL15467	Homo Sapiens
709	hsa-miR-1255A		GPL15467	Homo Sapiens
710	hsa-miR-1270		GPL15467	Homo Sapiens
711	hsa-miR-1197		GPL15467	Homo Sapiens
712	hsa-miR-1324		GPL15467	Homo Sapiens
713	hsa-miR-548H		GPL15467	Homo Sapiens
714	hsa-miR-1254		GPL15467	Homo Sapiens
715	hsa-miR-548K		GPL15467	Homo Sapiens
716	hsa-miR-1251		GPL15467	Homo Sapiens
717	hsa-miR-1285		GPL15467	Homo Sapiens
718	hsa-miR-1245		GPL15467	Homo Sapiens
719	hsa-miR-1292		GPL15467	Homo Sapiens
720	hsa-miR-1301		GPL15467	Homo Sapiens
721	hsa-miR-1200		GPL15467	Homo Sapiens
722	hsa-miR-1182		GPL15467	Homo Sapiens
723	hsa-miR-1288		GPL15467	Homo Sapiens
724	hsa-miR-1291		GPL15467	Homo Sapiens
725	hsa-miR-1275		GPL15467	Homo Sapiens
726	hsa-miR-1183		GPL15467	Homo Sapiens
727	hsa-miR-1184		GPL15467	Homo Sapiens
728	hsa-miR-1276		GPL15467	Homo Sapiens
729	hsa-miR-320B		GPL15467	Homo Sapiens
730	hsa-miR-1272		GPL15467	Homo Sapiens
731	hsa-miR-1180		GPL15467	Homo Sapiens
732	hsa-miR-1256		GPL15467	Homo Sapiens
733	hsa-miR-1278		GPL15467	Homo Sapiens
734	hsa-miR-1262		GPL15467	Homo Sapiens
735	hsa-miR-1243		GPL15467	Homo Sapiens
736	hsa-miR-663B		GPL15467	Homo Sapiens
737	hsa-miR-1252		GPL15467	Homo Sapiens
738	hsa-miR-1298		GPL15467	Homo Sapiens
739	hsa-miR-1290		GPL15467	Homo Sapiens
740	hsa-miR-1249		GPL15467	Homo Sapiens
741	hsa-miR-1248		GPL15467	Homo Sapiens
742	hsa-miR-1289		GPL15467	Homo Sapiens
743	hsa-miR-1204		GPL15467	Homo Sapiens
744	hsa-miR-1826		GPL15467	Homo Sapiens
745	hsa-miR-1304		GPL15467	Homo Sapiens
746	hsa-miR-1203		GPL15467	Homo Sapiens
747	hsa-miR-1206		GPL15467	Homo Sapiens
748	hsa-miR-548G		GPL15467	Homo Sapiens
749	hsa-miR-1208		GPL15467	Homo Sapiens
750	hsa-miR-548E		GPL15467	Homo Sapiens
751	hsa-miR-1274A		GPL15467	Homo Sapiens
752	hsa-miR-1274B		GPL15467	Homo Sapiens
753	hsa-miR-1267		GPL15467	Homo Sapiens
754	hsa-miR-1250		GPL15467	Homo Sapiens
755	hsa-miR-548N		GPL15467	Homo Sapiens
756	hsa-miR-1283		GPL15467	Homo Sapiens
757	hsa-miR-1247		GPL15467	Homo Sapiens
758	hsa-miR-1253		GPL15467	Homo Sapiens
759	hsa-miR-720		GPL15467	Homo Sapiens
760	hsa-miR-1260		GPL15467	Homo Sapiens
761	hsa-miR-664		GPL15467	Homo Sapiens
762	hsa-miR-1302		GPL15467	Homo Sapiens
763	hsa-miR-1300		GPL15467	Homo Sapiens
764	hsa-miR-1284		GPL15467	Homo Sapiens
765	hsa-miR-548L		GPL15467	Homo Sapiens
766	hsa-miR-1293		GPL15467	Homo Sapiens
767	hsa-miR-1825		GPL15467	Homo Sapiens
768	hsa-miR-1296		GPL15467	Homo Sapiens
